x_01,x_02,y
-7.049096525152638,-3.7886130217737337,0.0
-6.933560025101164,-3.8196157992322908,0.0
-6.925691339854192,-3.9477652679762647,0.0
-7.158262050167097,-3.8382970889869155,0.0
-6.5035145215796515,-3.483646503341952,0.0
-6.7467212728762735,-4.376717958321074,0.0
-7.097299974276902,-4.315652686836362,0.0
-6.903742857127548,-3.8579688923010442,0.0
-7.072346547559543,-3.233743530378066,0.0
-6.741904381401184,-3.2973809814309147,0.0
-7.238282840204815,-4.107667730018068,0.0
-6.944833955223715,-3.9528284583774003,0.0
-6.926520194828197,-4.385214490347369,0.0
-7.097216968848474,-4.315712046579726,0.0
-6.401378022979101,-3.668178630339023,0.0
-7.198265484130337,-4.207075140153827,0.0
-6.64853256193316,-4.339559735686143,0.0
-7.121682505813156,-4.296671637010027,0.0
-7.129256548236109,-4.290087202231665,0.0
-6.905951000386169,-4.388029873196744,0.0
-7.358109329211805,-4.819936460920279,0.0
-6.4852908607795134,-3.5076024861513404,0.0
-7.074440924146482,-3.793433737954405,0.0
-6.372526046878166,-3.792301291490325,0.0
-7.077114680310154,-4.329151553446436,0.0
-6.45459763540676,-3.5541897093015313,0.0
-7.137255206596906,-4.282731392262851,0.0
-6.814350182422912,-3.26865018905596,0.0
-6.38080213158248,-3.7423173874545834,0.0
-7.222381569866035,-4.88694391604478,0.0
-6.988777866938699,-3.792146960989699,0.0
-6.952315073096525,-3.806642564144419,0.0
-6.528103255599461,-3.454663786139106,0.0
-7.004741004450504,-3.789028180784266,0.0
-7.511022502630012,-4.7065856700707736,0.0
-7.021178290787288,-4.358133196493254,0.0
-6.969475048205666,-3.798379734382408,0.0
-7.245575915732501,-4.051498533192553,0.0
-6.982293619543516,-3.793920252243956,0.0
-7.014994099523866,-4.944267312447172,0.0
-7.801940951577736,-3.936259413707371,0.0
-7.681691556670751,-3.597850566451784,0.0
-7.7516939705031955,-4.353461947351199,0.0
-6.996898319089234,-3.233993673608738,0.0
-7.02799403295952,-4.355185906450433,0.0
-7.243582889304987,-4.004015923582542,0.0
-7.4424315992919,-4.763377799840219,0.0
-7.722990269565375,-3.67187550175029,0.0
-7.579503388763572,-3.46729189289562,0.0
-7.066194184474188,-4.335723732092495,0.0
-6.956288769576898,-3.80446577594497,0.0
-6.896463789540678,-3.9042039280336307,0.0
-7.46594624362794,-4.745124575675221,0.0
-7.011610458686144,-4.362022978914726,0.0
-6.4005900114436205,-3.6704616185539067,0.0
-7.741884437501301,-3.7131349735193147,0.0
-6.879197451202275,-4.390189472781337,0.0
-7.80586671215627,-4.112558190040267,0.0
-7.625055665267503,-3.518723975752789,0.0
-7.236115116696209,-3.9654398105760538,0.0
-6.924039419089842,-3.9468818723697185,0.0
-7.02160167675348,-4.357954445434177,0.0
-7.207966452769841,-3.253264324025249,0.0
-7.806863409213179,-4.098760793313255,0.0
-7.780211509603814,-4.263885104386778,0.0
-6.897440969481121,-3.8770237095751416,0.0
-6.380298575493642,-3.7447439758481282,0.0
-7.244462896358178,-4.068509203202135,0.0
-6.685378781561921,-3.3269212452071257,0.0
-7.018503430689532,-3.233112562977532,0.0
-6.91270350911988,-3.9381841520836,0.0
-7.180559440715825,-3.860380650386659,0.0
-7.245144692081038,-4.059904151228163,0.0
-7.68878134136029,-4.486171513160585,0.0
-6.925985681482652,-4.385300625719897,0.0
-6.948798341070246,-4.380993848729905,0.0
-6.9012184884363705,-3.921006190004471,0.0
-6.918490408783106,-3.943261763904723,0.0
-6.559535671055733,-3.422124884726681,0.0
-7.8057068767248,-4.114522096149166,0.0
-6.9406247281900795,-3.952457037879929,0.0
-7.757974390652011,-3.7539672755491487,0.0
-7.213484593147364,-3.9078931211208516,0.0
-6.998691357861702,-4.366833049445509,0.0
-6.923433243034198,-4.385702311968099,0.0
-7.206770956945229,-4.1921090335535105,0.0
-6.9388030358837565,-4.383040998486199,0.0
-6.636845223873515,-4.333378446969533,0.0
-7.743749189611086,-4.373756584497231,0.0
-7.173102498053461,-4.243491681930861,0.0
-7.18662217641957,-3.867517144530415,0.0
-6.550284995939579,-4.273117710423679,0.0
-7.032602235219861,-3.2328888558199145,0.0
-7.0717750556543555,-3.7927548854066235,0.0
-7.191161560743037,-3.8732484362551802,0.0
-7.188430637036495,-4.222492841249614,0.0
-6.913375350904242,-3.9388559230771665,0.0
-6.986074114475138,-3.2346813693407874,0.0
-7.219342199221499,-3.9195301890256187,0.0
-6.36999141546592,-3.9081646838022106,0.0
-6.895730531119896,-3.891255011698204,0.0
-7.151459960144049,-4.268529708341021,0.0
-7.094029479960494,-3.235132574146128,0.0
-6.977143614444619,-3.2353732458110684,0.0
-6.90566662452533,-3.8539916848329763,0.0
-7.620650798587957,-3.51334452962163,0.0
-7.169576303306612,-4.247898432618732,0.0
-7.002382349830772,-4.365509491837584,0.0
-6.738914582175944,-4.374658094137925,0.0
-6.9539026176752605,-3.2377054128115215,0.0
-6.37306233015796,-3.7880316434325234,0.0
-6.408747371158355,-4.073580340041048,0.0
-6.4037977854363355,-3.661344506564856,0.0
-6.432328914296186,-3.5948396893212413,0.0
-6.927848748508596,-3.824691147141242,0.0
-6.99504700411109,-3.790717376858965,0.0
-7.692073298646872,-3.6148332605980364,0.0
-6.494996997650968,-3.494551614936208,0.0
-6.437953161900144,-4.134544246171939,0.0
-6.440558194847296,-3.5789679865591117,0.0
-6.369869269468934,-3.9065856660051583,0.0
-6.997073484379508,-3.233983900296791,0.0
-7.0592051603410955,-4.93609593347506,0.0
-7.71292119682784,-3.6520811781555578,0.0
-7.220214480007406,-4.164001264269257,0.0
-6.94368901967778,-3.952766343214446,0.0
-7.277764101463005,-4.862787485374486,0.0
-6.925528313765041,-3.9476817295920443,0.0
-6.416861885933364,-4.092601038939155,0.0
-7.735019317939269,-3.697437589040194,0.0
-6.94967969883403,-3.808184000190188,0.0
-7.789974669467842,-4.222404486175158,0.0
-6.911760610805472,-3.9371992030423986,0.0
-7.26026222377031,-3.267890365348947,0.0
-6.9364549369722805,-3.9516954027679203,0.0
-6.391961307366197,-4.0258105153105515,0.0
-6.398390135858348,-3.676996732156967,0.0
-7.240962701394047,-3.986964412879727,0.0
-6.959912806936081,-4.378417502266279,0.0
-7.192968679573497,-3.8756313561345577,0.0
-7.016714956303464,-4.943988017435416,0.0
-7.012588749192203,-4.3616382646448795,0.0
-7.242212874153132,-4.878765570661327,0.0
-6.382928729187412,-3.7325801372217002,0.0
-6.377886871118964,-3.7571543731476247,0.0
-7.180490643050718,-3.8603028230452496,0.0
-6.471302886738071,-3.5277297862131243,0.0
-7.803934514657132,-4.1334683220062205,0.0
-7.0846360043086705,-4.930441897540084,0.0
-7.18359955618153,-3.247832441880907,0.0
-7.781735558867574,-3.830578011821787,0.0
-7.394607801170327,-4.797050643496568,0.0
-6.943227379805879,-3.952733103700547,0.0
