x_01,y
-0.3295708690745507,-2.6702853551398977
-0.27587817493587724,-2.7830546541724943
-0.46367676727289464,-2.5191576998419167
2.1525380929278,-22.230996433161103
-0.8595350410258195,-4.820530471320141
-0.23280476685757726,-2.1351334109253233
0.9119269084040925,-6.549834164682544
1.1232391969307574,-8.508537293651209
-1.9866886597698705,-13.17725564644247
-1.245218174853177,-6.370373951997032
-1.5582850615991717,-9.755110467486972
1.2606609796053863,-11.210456980990875
-2.413186761998489,-18.94518050776844
-0.2468757278476658,-2.424950491582898
-1.0952026250933427,-5.537079703710719
-2.0283037015452554,-14.782820985004033
0.11586407333451226,-3.978228070886953
0.37712879700843366,-4.313122354495644
0.42646191098717673,-4.274720086210432
-1.3105822094741235,-8.11263120314774
1.661564809018414,-15.206908607242005
-1.2680019105663112,-6.016815817219737
1.507695896720127,-13.093947481758432
-0.9116745671445495,-5.091903391555389
0.3393343451922029,-4.15094577346237
0.0743407971084949,-2.5878216696222376
-0.2418402797869658,-2.977899949711984
-0.22830142999273767,-3.2638953430696
-1.043505334234941,-4.66114399554955
0.48219852006862357,-5.168031627215703
-0.12651476638164094,-2.7376801235221087
0.6351505337411284,-5.545806789710935
-0.47147695623534674,-2.353493519280178
-0.8749078871310088,-3.5881313199718985
0.29677493566408003,-3.5103187179868076
0.33352557898366836,-3.755403462233623
0.29345752301985706,-4.1293800709235216
0.5309069476973255,-5.516924227605514
-1.661315504026982,-8.917669655647101
-0.7485118333198167,-3.6834198311923734
-0.43087015041607135,-2.1709398125683315
1.2961174697649502,-9.625649458210356
-0.11511674307039788,-1.881774564564713
0.6005308370799023,-4.293441290790054
1.1287766488376056,-9.082304632754463
0.3921748260083164,-3.998847347613055
1.0442239616184548,-8.00409789139469
-0.16059149824023738,-2.069059084428061
-0.6203190372536138,-2.0547672097125513
0.9005718371030699,-6.704608522831306
