x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,x_09,x_10,y
-2.3657151533199383,-2.5988205820471086,7.534300342693472,-2.8030661873049434,1.246496280846246,2.1687219368094204,3.695991633657111,1.3696108733940644,-0.27587817493587724,-0.3295708690745507,8.821443956567665
4.676358176780084,-0.8176291788934215,-0.685360036994749,0.3524066158323029,6.3660223443377975,0.05669778760052968,3.2391105297656626,-0.3291213727618052,2.1525380929278,-0.46367676727289464,0.48100498151861454
1.7624873820785216,2.132037646660586,5.113689110404289,2.097491749491189,2.552308287185247,-0.5148412417293187,-6.314712211647342,-2.7039697095545283,-0.23280476685757726,-0.8595350410258195,9.311117339676194
-1.3354107403679722,2.173485420919712,0.3031568027227217,-0.36248158405168607,-0.3831434280539962,-0.41626870524995807,-6.902342234232625,5.935688194674949,1.1232391969307574,0.9119269084040925,1.4315876227940456
-3.5228171254339147,-1.6549092420099225,-3.8049762815565127,2.5098214722436256,0.18883875674964296,1.7935568897535004,1.9956150764524898,4.91998144621604,-1.245218174853177,-1.9866886597698705,14.788078692710355
-1.0902132224806629,1.2381360224514584,-3.3135907713031427,-1.290938904164793,-10.66649830956252,-0.16727973933934637,-0.7541531871116696,-7.021758432901861,1.2606609796053863,-1.5582850615991717,5.723845666814702
1.2628918610296298,0.012704051515973085,5.6701094698707415,-1.8523724966572153,-4.691861765051857,-0.9327131374222608,2.813389766091145,0.14433898958944555,-0.2468757278476658,-2.413186761998489,11.357345954488517
-6.212121981732319,1.786852548638764,-1.6561620544557678,-4.7288599465844285,-4.65910146369948,1.7483679693193912,-10.203358592018324,-0.4505540363212987,-2.0283037015452554,-1.0952026250933427,15.27233040341276
9.868131176535673,3.213803034055704,-2.1158021173233412,-1.7193074883013286,3.3709126134575693,2.4835904148091412,-4.089970306447274,0.8015215677146625,0.37712879700843366,0.11586407333451226,5.539543695242144
-1.1884238158560743,-4.608631455202321,-0.5836994695367801,-2.743225414723235,0.18702773533456762,1.92884030463799,4.1839216230650855,-5.548518166560485,-1.3105822094741235,0.42646191098717673,10.958740001583859
