x_01,x_02,y
-3.0645542780283863,-3.6609920917836303,0
-4.783559833859899,-2.5942933470865626,0
1.4544901160690316,-0.31331072712025954,0
-1.0720794074745377,-3.9582085449749482,0
2.3001398679408744,1.867420086834474,1
-1.6989575188731543,-4.981082440031244,1
-0.6718144453941157,-1.0718492285831327,1
1.1518418490687736,-1.4237752859539432,1
-0.11687027805394301,-1.1423958536939862,1
-1.1654912027945494,-0.6293184910382656,1
4.597108264851842,1.412354859535096,1
-2.957195502437433,0.9622679416945434,1
-1.0176533464734505,1.333512965705963,1
-1.1906479527718963,1.969052442095581,1
1.0382159076319644,4.7390171868921716,1
-3.338687019474661,-3.5366795684834185,0
1.5073163667222182,-3.2619193207611263,1
4.415529456779749,-0.8795232751916853,1
-3.4384586083209334,-1.8529424898756552,0
-3.371214255588887,4.937472568017094,0
3.5537690290154718,3.162184975931668,0
3.9913860083960166,2.2062289004132207,1
-0.8955577637497489,-1.9876826677147497,1
4.5007956696256315,3.2555676659654775,1
2.9761649579399805,-0.9893706959471746,1
-3.5129014023136316,-4.30040064064309,1
4.47238710984209,-0.8573192349930059,1
1.148308793360151,3.30511819127406,0
-0.5749547912166664,3.7385638493616646,0
3.0536510166358735,-2.1033723026931495,0
-4.765376752678038,-0.8805139025586248,0
2.467877681443948,3.7242325010102277,1
3.8962408819638057,-4.095496137713556,0
1.034523718448927,-1.8059335027023602,1
1.783148977513199,2.233254519258683,1
-4.629447429249545,-2.4853970817053685,0
-1.8296544096246645,4.138161794485729,0
-0.670701262801277,-0.7186893819361106,0
-4.444479285483468,-4.701757609431093,0
1.5696564492547544,3.74060327056654,0
-4.938856128015495,3.3527630448577224,0
-2.2947598684405346,-0.8278579378212729,0
-0.6653924088044585,-1.4664450237341597,1
-0.697538635116139,-0.09271958403831793,0
4.013292636192121,-1.3161314864193638,0
-2.4537233897986854,0.09632139516374849,1
2.2508243403740185,-2.9684097807776597,1
-2.429234965699356,-1.37896245928936,1
-4.638260854322674,2.1926357243396977,1
-2.2535228134827943,0.7846378016863635,1
-4.200212337082086,-1.2375710380034266,1
2.326952870605955,2.1813906551477764,0
-3.9293785775967773,3.045845420669659,1
-1.3026274257664427,-0.8362172488084054,1
-0.2979542478068975,2.1519840763007734,1
0.96875335118387,0.5135448665548861,0
1.1624355756399298,1.2672783238049785,0
-3.704408239129764,-3.308026344197188,0
3.1841981276624463,1.435154945916242,0
0.40236447755136595,1.2929024718488416,1
0.7870970158237034,2.206448564545558,0
4.896409800994986,3.2312134262883223,1
-1.544950539197969,-4.969620229023257,1
4.68266755576235,-4.781778164231669,1
0.47978663898013973,3.2864470749932035,1
-3.5528603356658115,3.85279344512478,1
-4.61685058496602,2.5332562370104883,1
-4.8966293435034025,0.5953885350011765,1
1.1382106814519632,-2.037936094060421,0
-0.7424601656885876,-2.4192778108365545,0
4.9358835818822815,-0.8595739148821204,1
4.719051271579829,1.0530424782493508,1
1.0156538144835148,-2.4857503956351987,0
1.3778429633281934,3.760274999939421,0
4.872540030625782,2.4376358928964503,0
3.4391760429651317,4.556376910024371,1
-4.964994851578509,4.591210085345319,1
-4.935163969933041,-0.2313039022982455,0
3.9121490384043316,4.634639642245197,1
4.123261209991428,-0.32149365891896053,1
-4.3418674512022335,1.0203228867846539,0
-0.07120989420888346,-1.1084171818403252,1
3.274420341903884,3.0437200524909045,0
4.6293687676370805,-3.8147623972231903,0
-4.923723618768077,4.066935594517979,1
3.7210102472544992,-2.198507168760222,0
3.8131521080835906,-2.0859210732304057,0
-3.08227046484573,-0.44812394895975327,1
-3.6710543295807376,3.3006977432483176,1
-4.623423208806502,-0.01123656660733996,0
0.9623619332531677,-2.779349276060624,1
-1.8062091191393193,-3.121955734159223,0
2.868760787343147,-2.7047073396254726,1
1.8101664116264207,0.7193077722701915,1
-0.9121127682660255,3.533100902276086,0
-2.6436100350966907,4.973723113332213,1
-1.5593857506504385,-0.1145476046390268,1
-3.3503720645605095,2.166190052383442,0
-0.00328813768133962,-3.807790837815733,1
0.1869118363223512,-3.653309976262328,0
2.421983178389061,4.497142961820021,0
2.1744171501516307,4.900935765899632,0
2.1426661312438524,4.483978350389334,0
2.5136094567905296,-2.313285815615923,1
-2.8361097974631955,-0.13627143504780115,0
0.9668734514216926,2.699231967188169,0
1.6021153987508754,-1.8992618652951068,1
2.090344916021113,4.529446656626092,0
1.2390303491332988,1.9469897507862939,0
-0.2445987434806094,3.5382135207245398,0
-2.071626881347801,-1.3557438114340234,1
0.9979847675646658,3.741587572830399,1
-3.676621639556009,-3.705749009677418,0
-1.5818301886081598,1.6780512337006996,1
2.871205822331012,0.17229288522947694,0
-1.7411672620613752,3.134500037090538,1
4.954124866964754,-4.808266776339378,1
4.019352814683309,-0.5085248034915599,1
-3.751856054685315,-4.339161180187537,1
-2.790163085385017,-0.23932614137978625,0
-2.17132382813108,-2.8966889600108967,0
2.1211766442621016,-2.460507329499768,1
1.6949751112720568,-3.339508212865617,1
-3.806989704948517,1.9478392776739568,1
3.2281566833875353,-1.1496442772063178,1
4.493900005860258,-3.7370889184154956,0
-1.3823407088475124,-4.629565069641263,1
-0.8188084371943081,-0.0745020604373483,0
-2.891388657710574,1.6719856770270338,0
-4.054374240600963,-2.6282769703144107,0
1.0746991123850504,-4.401693656313745,0
-4.581405378686741,-2.5702127188999278,0
1.3048048587776808,2.526778425055336,1
2.312240755973126,-4.503433312484177,1
-4.491411439294668,0.20268713855092813,1
-1.6098321128142623,3.7194554832549844,1
-2.47676568488799,0.39712622328944747,1
-3.7664291534743164,3.236327066416523,1
-0.8624038455151792,-4.808612073107838,0
-0.7068226986560111,4.362749839228284,1
-4.114358665805231,2.657304613382541,1
4.368255429429301,2.9547060079479213,0
1.8536684991503094,-4.706496248223248,0
1.5091814631619354,-2.3816273928144662,0
4.297229015538887,-0.17547076382172477,1
-3.7776842014925274,2.313591398348075,0
2.4920313547156168,1.237829033646749,1
3.3323061177821227,-2.559710263689672,0
0.40087356784325223,2.318921106541368,0
3.8569070858927716,-0.45252452157545253,0
-4.061101546866621,4.0686304268026525,1
0.7523624446334889,3.0948434892498735,1
2.6990408294852672,0.95752911403779,0
0.37610456652663693,1.8262835106512352,1
-2.7306149859320685,-0.28549542202184774,0
-2.8349179870574437,4.455803241027738,1
-1.9437426077968825,0.7018952256818123,0
3.34953788875651,0.6202031405512258,1
0.5281963857047023,-1.3591334782469753,0
-0.6102012624677506,-0.8189131194320609,0
-4.922339208183418,2.900944163932148,1
-3.7178400176285695,3.289515559161556,1
-4.354940319424854,-1.1029212619532878,1
3.5588241650860315,-3.8712642823986956,1
3.1370409725273447,1.709805554317935,0
