x_01,y
-0.3295708690745507,0.8836422302885111
-0.27587817493587724,0.5926743925945662
-0.46367676727289464,1.5680891453113117
2.1525380929278,-5.795908505623332
-0.8595350410258195,1.576031499677495
-0.23280476685757726,1.112244639953683
0.9119269084040925,-1.949494146381216
1.1232391969307574,-2.654463261974095
-1.9866886597698705,5.809478893112585
-1.245218174853177,3.332258101271009
-1.5582850615991717,3.3975818010281307
1.2606609796053863,-4.373137137448603
-2.413186761998489,7.127148144109341
-0.2468757278476658,0.8629266514558078
-1.0952026250933427,2.7557518663337035
-2.0283037015452554,4.839163280161482
0.11586407333451226,-1.2912546805332124
0.37712879700843366,-1.4877412591849386
0.42646191098717673,-1.369517778536749
-1.3105822094741235,2.253597641861627
1.661564809018414,-4.744983217771934
-1.2680019105663112,3.913724998141535
1.507695896720127,-4.156343436725067
-0.9116745671445495,1.690665504501277
0.3393343451922029,-1.375178782898987
0.0743407971084949,0.12120558572562273
-0.2418402797869658,0.29532473679116816
-0.22830142999273767,-0.029185740734913646
-1.043505334234941,3.182388867799855
0.48219852006862357,-2.1521286975579863
-0.12651476638164094,0.24859718245936518
0.6351505337411284,-2.114283899258264
-0.47147695623534674,1.7686517552068084
-0.8749078871310088,2.920260815788139
0.29677493566408003,-0.7784389314464768
0.33352557898366836,-0.9863744206675323
0.29345752301985706,-1.4003879580386727
0.5309069476973255,-2.386455012663013
-1.661315504026982,5.520645277816678
-0.7485118333198167,1.9546681343069072
-0.43087015041607135,1.7741961563893938
1.2961174697649502,-2.513163713122416
-0.11511674307039788,1.0812034787211875
0.6005308370799023,-0.97034467819072
1.1287766488376056,-3.191169185939009
0.3921748260083164,-1.1509292149437165
1.0442239616184548,-2.655454016773884
-0.16059149824023738,0.9923056088054529
-0.6203190372536138,2.8149936938972577
0.9005718371030699,-2.1627803306901487
