x_01,y
-0.3295708690745507,-2.706082340299345
-0.27587817493587724,-2.804051402021067
-0.46367676727289464,-2.6188464171038204
2.1525380929278,-12.257382862778327
-0.8595350410258195,-5.4555553780097785
-0.23280476685757726,-2.147750977524745
0.9119269084040925,-5.791466002555218
1.1232391969307574,-7.091384259321344
-1.9866886597698705,-21.0185803556932
-1.245218174853177,-8.301169784224799
-1.5582850615991717,-13.539019804110751
1.2606609796053863,-9.206931215578097
-2.413186761998489,-32.99830206113993
-0.2468757278476658,-2.439996980865437
-1.0952026250933427,-6.850741071248684
-2.0283037015452554,-23.127294674755834
0.11586407333451226,-3.976672655547428
0.37712879700843366,-4.259484785361688
0.42646191098717673,-4.197159560160622
-1.3105822094741235,-10.363720924524458
1.661564809018414,-10.61966444605317
-1.2680019105663112,-8.055545864796727
1.507695896720127,-9.666733202375564
-0.9116745671445495,-5.849642178806455
0.3393343451922029,-4.111872170886413
0.0743407971084949,-2.587410821184086
-0.2418402797869658,-2.9920443946648976
-0.22830142999273767,-3.2757947658554833
-1.043505334234941,-5.797420483734887
0.48219852006862357,-5.055913039291436
-0.12651476638164094,-2.7397051171158524
0.6351505337411284,-5.289576774636148
-0.47147695623534674,-2.4582983771727807
-0.8749078871310088,-4.2578416454977015
0.29677493566408003,-3.484180157965555
0.33352557898366836,-3.718302306347646
0.29345752301985706,-4.104108296147846
0.5309069476973255,-5.367281634173905
-1.661315504026982,-13.50284928475711
-0.7485118333198167,-4.102788529563964
-0.43087015041607135,-2.250930462401624
1.2961174697649502,-7.448275156267476
-0.11511674307039788,-1.8833000760496084
0.6005308370799023,-4.076867479375766
1.1287766488376056,-7.6440888524495545
0.3921748260083164,-3.9385304302730653
1.0442239616184548,-6.865472238794357
-0.16059149824023738,-2.07320067963754
-0.6203190372536138,-2.293463312825562
0.9005718371030699,-5.974218075590141
