x_01,x_02,y
-2.8937001488073006,2.8531758937819864,0.0
-3.7883873758242057,2.2913328593840316,0.0
-3.1232651624358483,2.528392175016025,0.0
-3.0386329585130554,0.52498822700045,0.0
-3.9093138894041335,1.4936586776874874,0.0
-4.481404221999014,1.857946146534616,0.0
-5.149987721249488,0.5596131794303432,0.0
-3.0840336785950364,1.7503228215565707,0.0
-4.57694825300468,-0.35122882596588934,0.0
-4.107321505114011,0.8837320578211267,0.0
-3.465821067030016,0.9512248346588628,0.0
-3.4093540725660416,1.3543381772955332,0.0
-4.235445495963209,-0.6326606998625866,0.0
-3.795753971348446,2.321590075741666,0.0
-3.0726581321113624,1.7925437431134408,0.0
-2.995841100512771,0.7067354872152358,0.0
-4.3676939767930225,2.080518332853271,0.0
-4.388146577429524,1.7470698919224632,0.0
-4.236427486837359,1.7932119812981027,0.0
-2.9621906443201507,1.6069499565088854,0.0
-3.3452058945028478,0.9096647390768995,0.0
-4.23661950900245,0.7652307029153751,0.0
-5.564507950570462,-0.45874481029449843,0.0
-4.031154532609772,1.3445321886592083,0.0
-3.8580349269546383,2.1649861202384466,0.0
-3.9819151497553857,2.4017717642114276,0.0
-4.604958003239528,1.7602649872224136,0.0
-3.7565729478198797,2.3717532043096186,0.0
-4.120830233239236,1.1206282973809452,0.0
-3.611283173328615,2.163534641450461,0.0
-4.51527901376304,1.9640118707925491,0.0
-5.175986128201483,0.8794323860446895,0.0
-4.031577492705855,1.8818875314156172,0.0
-4.060914795693672,1.3685684033336025,0.0
-4.256553071345005,1.9374964715463772,0.0
-4.692538381904122,1.5868636761683206,0.0
-5.384474159705953,1.150564390410442,0.0
-3.7307357762007425,2.020273529213502,0.0
-4.281999863165025,0.2530181606048969,0.0
-4.464711707107813,1.239773929766456,0.0
-5.021200145506313,1.8655582155224393,0.0
-4.116127883601262,2.974938509187101,0.0
-4.596248977403517,3.673210619281693,0.0
-3.675414687966537,4.2542060171050675,0.0
-3.600992644562647,2.8980103455247295,0.0
-5.592959909781718,3.356854854117789,0.0
-4.820219812201884,2.4685029644196668,0.0
-6.495768084052426,1.387386123817545,0.0
-4.368172151457076,2.997602014984785,0.0
-5.800291418470418,2.7514043417988208,0.0
-6.6761681415802645,3.57219082560793,1.0
-6.319084264067139,4.87940760659052,1.0
-6.554439396280467,3.271898933655974,1.0
-5.872194401816049,4.343219749022169,1.0
-6.106915121254377,4.823808699880255,1.0
-5.744215607470974,4.178484726646863,1.0
-6.858121108290297,4.193734397215529,1.0
-4.9226989260864205,4.471741582767001,1.0
-5.989444157822143,4.285164380077926,1.0
-7.321583681765558,3.6932643023585383,1.0
-4.461472933223967,4.677537711186839,1.0
-5.362076986861659,4.392284079971588,1.0
-6.94196935368684,3.542714765980703,1.0
-4.904084209261795,4.741365417294052,1.0
-6.435753821299969,5.198916785213026,1.0
-6.075656562137471,4.6038068917729,1.0
-5.030620029924879,5.6276390502671045,1.0
-5.33703711032375,5.1250026799310096,1.0
-4.948799299439079,4.963467524373646,1.0
-5.787120064002664,3.9816284048421537,1.0
-7.396620782664893,4.818362240462693,1.0
-7.722077923106038,4.438043253504496,1.0
-5.258515586267599,5.070093040648912,1.0
-5.564003706344157,4.258079188770733,1.0
-4.856080818361214,5.024556158196604,1.0
-7.477318471562411,4.430664095897484,1.0
-6.614307843919738,5.4571052454600935,1.0
-4.86380752029889,5.391270868296977,1.0
-4.960619720869302,4.699726221722013,1.0
-7.626670552375353,5.770193666282921,1.0
-5.815432030950986,3.96224330345329,1.0
-5.277280286587646,4.980452187554388,1.0
-5.718691468800674,3.7981845433019936,1.0
-7.783893945944865,4.327381706968213,1.0
-6.815119016121772,4.004436205403462,1.0
-6.508673303963393,3.9640736594078354,1.0
-6.821126629495739,3.864406531340699,1.0
-5.634051149056505,5.397682366782907,1.0
-6.6839024452737785,3.7313509651212464,1.0
-6.108471284094472,5.4281839854650125,1.0
-4.757623750950235,3.2817181005123164,1.0
-5.690344539682259,2.758296319809575,1.0
-5.361936285016451,2.7977898498643743,1.0
-4.060173611409014,3.6768519411879867,1.0
-5.7849712852801956,3.5014319701553696,1.0
-5.554467882039841,3.6061526165874698,1.0
-4.7939671219541715,2.282115431420084,1.0
-7.172979027238462,1.4377117195149183,1.0
-4.6073422717763,3.547678435850705,1.0
-5.904805078163345,2.3748428493837186,1.0
